transaction_amount,hour_of_day,user_avg_amount,normal_range_min,normal_range_max,amount_deviation,location,previous_location,distance_from_prev_km,time_since_prev_hours,txns_last_10_min,txns_last_1_hour,txns_last_24_hours,is_fraud,implied_travel_speed_kmh,is_diff_location
2271.326845020423,15,1561.9854533285295,624.7941813314119,2811.573815991353,0.4541280395283548,Pune,Pune,3.298694210211652,5.698613308179042,0,1,2,0,0.5788591069124025,0
2342.135989409301,14,2478.895506478425,991.55820259137,4462.011911661165,-0.0551695368811279,Pune,Pune,13.160531080315632,1.9505042806640935,0,0,2,0,6.747245423032258,0
2445.542273644787,12,2464.1665048611403,985.666601944456,4435.499708750052,-0.007558024662543,Hyderabad,Hyderabad,2.5676388246128647,15.077845760988478,0,0,5,0,0.1702921534889434,0
2494.732387077257,12,1719.6351098159062,687.8540439263625,3095.343197668631,0.4507335729754486,Bengaluru,Bengaluru,2.517959690983844,9.176664040786028,0,0,1,0,0.2743872587895424,0
2563.022883293618,16,2301.5407266592874,920.6162906637152,4142.773307986718,0.1136117877930735,Jaipur,Jaipur,25.93493672684646,17.095736266825217,0,0,3,0,1.5170412272429572,0
2615.283647635768,11,2579.8538542201304,1031.9415416880522,4643.736937596235,0.0137332559973044,Kolkata,Kolkata,4.1661917375628486,8.934066120717423,0,0,1,0,0.4663264947079096,0
2634.841054383881,9,2520.3009489110427,1008.1203795644172,4536.541708039877,0.045446995336937,Kolkata,Kolkata,4.985401793464982,14.281830444673176,0,1,2,0,0.3490730276331233,0
2924.4882952922826,18,2010.95179770702,804.3807190828081,3619.713235872636,0.4542806538808731,Bengaluru,Bengaluru,6.266455154363577,8.794008399899143,0,0,1,0,0.7125823480490928,0
3281.8067541885694,8,2059.739590729096,823.8958362916385,3707.531263312373,0.5933114889668611,Mumbai,Mumbai,0.817508064803457,1.174041289632436,0,0,0,0,0.6963196882618999,0
3460.8269507741093,13,2441.032401854992,976.4129607419968,4393.858323338985,0.4177718198841417,Delhi,Delhi,4.072128132746901,35.04040800778189,0,0,2,0,0.1162123492352757,0
3617.686594942933,14,2402.4769000702345,960.990760028094,4324.458420126422,0.5058153503316402,Jaipur,Jaipur,3.4823983935574443,7.151279056023551,0,1,1,0,0.4869616143176801,0
3671.377420967948,9,2184.5972456750114,873.8388982700046,3932.2750422150207,0.6805740409297005,Chennai,Chennai,3.3436758096434893,6.777464094571371,0,0,3,0,0.4933520507060619,0
3736.867616946931,19,2520.392622560532,1008.1570490242128,4536.706720608958,0.4826529737857075,Pune,Pune,2.253312633358026,10.47379454910795,0,0,2,0,0.2151381357341919,0
4495.670501830732,11,2802.181001329533,1120.8724005318134,5043.92580239316,0.6043469353684504,Bengaluru,Bengaluru,4.729819805656945,3.875037172274578,0,0,2,0,1.2205869506228826,0
5119.131272870206,22,2999.2941832153265,1199.7176732861303,5398.729529787588,0.706778648629377,Jaipur,Jaipur,1.1665786618384733,12.115721722477614,0,1,2,0,0.0962863532656239,0
6581.85218382593,1,559.1691052736937,223.6676421094775,1006.5043894926488,10.770772243585135,Bengaluru,Bengaluru,1002.3571209503724,0.3461813069050331,2,4,11,1,2895.46864881802,0
7319.558856743836,2,739.9144435051865,295.9657774020746,1331.8459983093358,8.892439485393732,Pune,Jaipur,890.1981169645994,0.1724567931571269,5,8,14,1,5161.861708477509,1
8021.496931108111,1,940.971218830809,376.3884875323236,1693.7481938954563,7.524699555715544,Pune,Kolkata,954.6617541039924,0.1273833971235398,4,8,17,1,7494.397038086022,1
9232.938260600738,1,659.2831406798471,263.71325627193886,1186.709653223725,13.004511401701874,Hyderabad,Kolkata,1017.1047979797044,0.1627877947076885,2,4,12,1,6248.040891555037,1
10457.845175226694,3,811.3355588309505,324.5342235323802,1460.404005895711,11.889666995854776,Kolkata,Jaipur,1053.350357357406,0.2908267496193751,4,7,18,1,3621.917030451971,1
13419.086462028456,0,1015.8462671250728,406.3385068500292,1828.5232808251312,12.20976105961934,Bengaluru,Bengaluru,440.3562231594028,0.1791523054814136,5,9,18,1,2457.999197811541,0
13538.18625237678,1,1316.149972584145,526.459989033658,2369.069950651461,9.28620334641328,Delhi,Jaipur,1327.3667141020278,0.0692570868424738,4,9,19,1,19165.78901334877,1
14795.329687464982,3,1051.4962352129728,420.5984940851892,1892.693223383351,13.070739572803411,Jaipur,Pune,533.0302131641274,0.1697040003547992,4,7,17,1,3140.9407677469244,1
15058.068089491628,4,1088.280209858311,435.31208394332447,1958.90437774496,12.836572560160878,Kolkata,Kolkata,608.8846942367552,0.2394879423736101,3,5,13,1,2542.4440504268578,0
15644.948915685118,3,1963.245581142894,785.2982324571576,3533.842046057209,6.968920987754108,Bengaluru,Bengaluru,841.6603113895653,0.3121849807478545,2,7,14,1,2696.030761548254,0
16952.922436301982,2,1316.3264455396793,526.5305782158717,2369.387601971423,11.878965163805908,Hyderabad,Delhi,918.5325762980946,0.2520419100279681,5,9,22,1,3644.364447945061,1
17559.271962141076,4,897.3678276617054,358.9471310646822,1615.2620897910697,18.56753008172326,Mumbai,Chennai,1140.6205982148383,0.0737897979206607,3,8,15,1,15457.700527127625,1
17936.037171402164,4,927.2157037953658,370.8862815181464,1668.9882668316584,18.34397476011753,Hyderabad,Delhi,1252.288848300483,0.2153241231593555,2,6,18,1,5815.831639884111,1
18298.38237784289,4,1901.517467054396,760.6069868217585,3422.731440697913,8.623041962474613,Pune,Kolkata,1140.9370670060866,0.2191930680042407,5,8,18,1,5205.169476363243,1
19744.375791346967,4,1028.5252533175326,411.4101013270131,1851.3454559715587,18.196782701893817,Jaipur,Jaipur,1226.5597286842549,0.119519311395647,4,7,18,1,10262.439720924687,0
20786.615058466203,2,2380.26738586751,952.106954347004,4284.481294561518,7.732890759199447,Mumbai,Delhi,995.906188303294,0.3093275009487478,3,6,14,1,3219.5850199181123,1
21089.0785301168,3,1164.51808462269,465.807233849076,2096.132552320842,17.10970461394747,Jaipur,Jaipur,950.7541720386442,0.268339602175933,4,8,14,1,3543.100475401673,0
21274.02805378705,4,1851.620361299688,740.6481445198752,3332.9166503394385,10.489411381744796,Delhi,Jaipur,1012.0212472853348,0.0962128599225348,3,6,19,1,10518.56527391616,1
22735.001814690982,4,1856.324922327845,742.529968931138,3341.384860190121,11.24731809675923,Hyderabad,Hyderabad,1355.0372338326497,0.19473043483317,4,9,21,1,6958.52825981486,0
23192.52611045713,0,1504.0012255420788,601.6004902168315,2707.202205975742,14.420550007928336,Kolkata,Pune,1388.3610192314698,0.1018220131040832,5,8,17,1,13635.175507797863,1
24120.800427735736,3,2163.3034777482617,865.3213910993047,3893.946259946871,10.149984584152095,Jaipur,Jaipur,1131.717103969622,0.0741399587438109,3,6,11,1,15264.603907863591,0
25084.81334306978,1,1606.606909943561,642.6427639774245,2891.8924378984098,14.613535076822862,Hyderabad,Hyderabad,454.3563004559926,0.0965640609938933,2,5,10,1,4705.231902837286,0
25520.71314885424,5,945.3097105546948,378.1238842218779,1701.5574789984505,25.997197705584806,Pune,Hyderabad,602.6073083766748,0.1575566773017802,2,6,20,1,3824.701806972328,1
25607.60013554699,2,1254.9873150499852,501.9949260199941,2258.9771670899736,19.4046685001968,Mumbai,Kolkata,1184.4735008209195,0.2893287241090402,4,9,16,1,4093.867639545264,1
27149.636438078505,1,1347.60487914808,539.041951659232,2425.688782466544,19.14658514389009,Bengaluru,Pune,1085.533616862094,0.2337247303976999,2,6,11,1,4644.49617725509,1
29152.75003595388,2,2771.0727213564173,1108.429088542567,4987.930898441551,9.520384330326722,Kolkata,Delhi,1399.287982465888,0.1294253376184695,5,10,15,1,10811.545932302852,1
29412.41280716247,1,2295.7626253710087,918.3050501484036,4132.372725667816,11.811608866752612,Mumbai,Mumbai,821.4430339406604,0.1651239532975606,5,8,18,1,4974.705471473202,0
30073.771554465624,4,2418.5684164665927,967.4273665866372,4353.423149639867,11.434534144128904,Delhi,Delhi,523.3969077986762,0.2531551320394159,4,9,17,1,2067.4947554181285,0
30276.58312484299,0,1732.5613774862345,693.0245509944939,3118.6104794752223,16.47504216489643,Jaipur,Hyderabad,690.6557082456736,0.2817236622298488,3,5,16,1,2451.5360292391447,1
30796.391945865995,2,2873.614370766739,1149.4457483066956,5172.50586738013,9.716953624382414,Hyderabad,Hyderabad,1026.8920765010178,0.0537921155657604,5,9,21,1,19090.010974668785,0
31379.12871582574,5,1631.5843279205233,652.6337311682094,2936.851790256942,18.23230578944018,Chennai,Mumbai,1055.0013847837977,0.0503600208140021,2,5,16,1,20949.18484407109,1
32754.99162045334,4,1542.634165867928,617.0536663471712,2776.7414985622704,20.233155822154693,Kolkata,Delhi,699.3124008836503,0.3104293770546016,4,7,16,1,2252.726232030056,1
33878.36971571434,3,2800.441989390123,1120.1767957560494,5040.795580902221,11.0975081233846,Delhi,Bengaluru,680.3987088981984,0.1465678760486788,4,9,19,1,4642.208969939778,1
36471.37255699891,5,1996.5965760337087,798.6386304134837,3593.8738368606764,17.26677106170854,Pune,Delhi,871.182294489122,0.2792851728527513,3,6,14,1,3119.328840806165,1
37715.727381898985,4,2586.439497145947,1034.575798858379,4655.591094862704,13.582103089408076,Kolkata,Delhi,1117.8883000759686,0.293925635448302,4,9,19,1,3803.3031667038495,1
39769.61914185755,2,2522.9485691094496,1009.17942764378,4541.3074243970095,14.763150953130774,Pune,Jaipur,1217.1954826920412,0.1092323344758048,4,8,17,1,11143.179247548278,1
40772.3988209656,4,2823.78677137098,1129.514708548392,5082.816188467765,13.438908501993632,Delhi,Bengaluru,582.7389406814032,0.1178817662282223,2,4,15,1,4943.418811296095,1
41014.55205607344,1,1760.9377102338851,704.375084093554,3169.687878420993,22.291313382473906,Chennai,Chennai,894.2072319562573,0.2758212909587756,3,8,19,1,3241.9804462807256,0
42550.12234436005,3,2465.8989177167123,986.3595670866848,4438.618051890082,16.255420341300585,Delhi,Hyderabad,1104.0941744451989,0.2832885090188775,5,10,24,1,3897.419553899468,1
44000.58839046487,1,2189.1500192349413,875.6600076939766,3940.470034622894,19.09939383041555,Pune,Chennai,574.0343573236039,0.2958870816921567,4,8,16,1,1940.045351222308,1
50166.75997240222,3,2616.8488699850163,1046.739547994007,4710.32796597303,18.170675291114332,Mumbai,Mumbai,1238.4661853442076,0.3213933282620083,3,6,17,1,3853.428420687617,0
51470.65025586961,2,2426.0480911785007,970.4192364714004,4366.8865641213015,20.215840874311244,Chennai,Kolkata,1269.9491798666677,0.0578867837435169,2,7,12,1,21938.499563104426,1
54798.50140542163,4,2375.89867819872,950.359471279488,4276.617620757696,22.06432589413575,Chennai,Bengaluru,804.4648661349204,0.1023188819260594,4,6,18,1,7862.330500408178,1
58528.72686249677,4,2456.7759017785784,982.7103607114312,4422.196623201441,22.823388539477698,Mumbai,Mumbai,598.1842625742136,0.1938019231913476,3,8,14,1,3086.5754721309177,0
59868.237755948845,1,2568.883242065523,1027.5532968262094,4623.989835717942,22.305161081517856,Jaipur,Kolkata,552.7296370328958,0.166545455963745,5,10,19,1,3318.7914604720186,1
66207.80605427563,2,2478.301179217666,991.3204716870664,4460.942122591799,25.714995985748462,Delhi,Hyderabad,1002.3856024752567,0.3130807771807889,5,9,20,1,3201.683640565475,1
66585.23717327688,0,2974.9672778926747,1189.98691115707,5354.941100206815,21.381838505612976,Pune,Jaipur,1325.0296009422805,0.051181941329733,4,6,17,1,25888.615525658723,1
67618.61112380543,1,2535.309655032316,1014.1238620129266,4563.557379058169,25.67075045037981,Chennai,Mumbai,999.6724120201104,0.282653214279212,3,7,16,1,3536.74524653595,1
79413.4492767363,3,2943.892306102992,1177.5569224411963,5299.006150985385,25.975663855673,Chennai,Hyderabad,872.4427013425802,0.3951123998543627,5,7,12,1,2208.087373780626,1
